recipient_type,number_of_forms_1042s,u_s_tax_withheld,total_u_s_source_income,interest_income,country,year,tax_haven,afchange,cayman,share_of_total_interest,share_of_total_income,share_of_total_forms,non_int_income,share_of_nonint_inc
Individuals,320749,77176,602716,28773,Australia,2022,0,1,0,0.02504029352483926,0.053323811329491794,0.07737258992375369,573943,0.05652452881289163
Corporations,21658,466412,10906270,3213949,Australia,2022,0,1,0,0.012765841041530578,0.021411782980778546,0.030830990426705576,7692321,0.029861877692180794
Individuals,10654,8867,49300,12003,Bermuda,2022,1,1,0,0.01044585699018683,0.004361695887522391,0.0025700082402366703,37297,0.0036731789587718974
Corporations,14137,290824,8515276,7209166,Bermuda,2022,1,1,0,0.028634887236233936,0.016717653398772635,0.020124559592868074,1306110,0.005070367847693077
Individuals,1220,989,5907,2323,British Virgin Islands,2022,1,1,0,0.0020216384060821467,5.226072537037478e-4,2.9429416680014435e-4,3584,3.5296869421772475e-4
Corporations,131333,435385,5544365,3560630,British Virgin Islands,2022,1,1,0,0.014142861815077035,0.010884999192778489,0.18695754297305953,1983735,0.007700933430065941
Individuals,777228,261420,2656443,86750,Canada,2022,0,1,0,0.07549596716643402,0.23502224155248772,0.18748661202765787,2569693,0.2530751067942042
Corporations,110172,1223769,68592302,24683244,Canada,2022,0,1,0,0.09804211868119668,0.13466414132201224,0.15683405103384462,43909058,0.1704566046548074
Individuals,4376,6413,135187,68373,Cayman Islands,2022,1,1,1,0.05950300591435842,0.011960336347798976,0.001055599404850354,66814,0.006580147973064471
Corporations,208207,3186368,130318591,101613194,Cayman Islands,2022,1,1,1,0.40360873253626883,0.2558485521496204,0.29639061888323426,28705397,0.11143542427825015
Individuals,509168,56573,1016332,216008,China,2022,0,1,0,0.18798539337967815,0.08991746662793929,0.12282391173876712,800324,0.07881956395957208
Corporations,5061,197453,9799546,6394303,China,2022,0,1,0,0.02539824237079745,0.019239002176010357,0.0072045268514893766,3405243,0.013219280627804638
Individuals,210329,61732,520887,19094,France,2022,0,1,0,0.016616945211249463,0.04608419240900356,0.05073655558107177,501793,0.049418867181248535
Corporations,15838,80607,49009188,13653967,France,2022,0,1,0,0.05423370822259598,0.09621750584940371,0.022545998078223425,35355221,0.13725028964366176
Individuals,490677,84103,1256905,87583,Germany,2022,0,1,0,0.07622090250533475,0.1112015693611832,0.11836342531392986,1169322,0.11516017284041807
Corporations,47342,482873,35986206,8662632,Germany,2022,0,1,0,0.03440807029398292,0.07065007864041425,0.06739314566354675,27323574,0.10607113573409784
Individuals,269497,104671,482958,103976,Hong Kong,2022,1,1,0,0.09048724705587485,0.04272851769667422,0.065009340221425,378982,0.03732387881473822
Corporations,8322,127669,5189635,4160399,Hong Kong,2022,1,1,0,0.016525150929072856,0.010188573945946017,0.011846684935406955,1029236,0.003995532629019173
Individuals,151847,16251,191737,6231,Ireland,2022,0,1,0,0.005422655578259946,0.016963458101133484,0.036629251103361904,185506,0.018269478401103028
Corporations,29499,1922034,47910917,25152116,Ireland,2022,0,1,0,0.09990448346073254,0.09406132043440091,0.041992953485889176,22758801,0.08835051629835546
Individuals,7304,2748,41327,14387,Luxembourg,2022,0,1,0,0.012520581897677074,0.0036563043801954944,0.0017619054051707002,26940,0.002653174280754884
Corporations,36397,2140885,31531772,19983247,Luxembourg,2022,0,1,0,0.07937367851687839,0.0619048913206247,0.051812520018505996,11548525,0.044831805780737984
Individuals,533795,274414,1466093,197786,Mexico,2022,0,1,0,0.17212732405741,0.12970896163945975,0.128764553087773,1268307,0.12490866787310263
Corporations,11744,143021,7592633,1346235,Mexico,2022,0,1,0,0.005347260337530221,0.01490627043422706,0.016718032670201787,6246398,0.024248750551710302
Individuals,858668,263283,2877151,305781,United Kingdom,2022,0,1,0,0.26611218831261507,0.2545488374134064,0.2071319537852019,2571370,0.25324026541591266
Corporations,62765,574527,98461628,32128552,United Kingdom,2022,0,1,0,0.12761496455810262,0.1933052281550107,0.08934837538702445,66333076,0.2575074808316155
